age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
29,no,travel_rarely,1396,sales,10,3,life sciences,3,male,99,3,1,sales representative,3,single,2642,2755,1,no,11,3,3,0,1,6,3,1,0,0,0
42,yes,travel_frequently,933,research & development,19,3,medical,3,male,57,4,1,research scientist,3,divorced,2759,20366,6,yes,12,3,4,0,7,2,3,2,2,2,2
43,no,travel_frequently,775,sales,15,3,life sciences,4,male,47,2,2,sales executive,4,married,6804,23683,3,no,18,3,3,1,7,5,3,2,2,2,2
34,no,travel_rarely,970,research & development,8,2,medical,2,female,96,3,2,healthcare representative,3,single,6142,7360,3,no,11,3,4,0,10,2,3,5,1,4,3
23,no,travel_rarely,650,research & development,9,1,medical,2,male,37,3,1,laboratory technician,1,married,2500,4344,1,no,14,3,4,1,5,2,4,4,3,0,2
39,no,travel_rarely,141,human resources,3,3,human resources,3,female,44,4,2,human resources,2,married,6389,18767,9,no,15,3,3,1,12,3,1,8,3,3,6
56,no,travel_rarely,832,research & development,9,3,medical,3,male,81,3,4,healthcare representative,4,married,11103,20420,7,no,11,3,3,0,30,1,2,10,7,1,1
40,no,travel_rarely,804,research & development,2,1,medical,4,female,86,2,1,research scientist,4,single,2342,22929,0,yes,20,4,4,0,5,2,2,4,2,2,3
27,no,travel_rarely,975,research & development,7,3,medical,4,female,55,2,2,healthcare representative,1,single,6811,23398,8,no,19,3,1,0,9,2,1,7,6,0,7
29,no,travel_rarely,1090,sales,10,3,marketing,4,male,83,3,1,sales representative,2,divorced,2297,17967,1,no,14,3,4,2,2,2,3,2,2,2,2
53,no,travel_rarely,346,research & development,6,3,life sciences,4,male,86,3,2,laboratory technician,4,single,2450,10919,2,no,17,3,4,0,19,4,3,2,2,2,2
35,no,non-travel,1225,research & development,2,4,life sciences,4,female,61,3,2,healthcare representative,1,divorced,5093,4761,2,no,11,3,1,1,16,2,4,1,0,0,0
32,no,travel_frequently,430,research & development,24,4,life sciences,1,male,80,3,2,laboratory technician,4,married,5309,21146,1,no,15,3,4,2,10,2,3,10,8,4,7
38,no,travel_rarely,268,research & development,2,5,medical,4,male,92,3,1,research scientist,3,married,3057,20471,6,yes,13,3,2,1,6,0,1,1,0,0,1
34,no,travel_rarely,167,research & development,8,5,life sciences,2,female,32,3,2,manufacturing director,1,divorced,5121,4187,3,no,14,3,3,1,7,3,3,0,0,0,0
52,no,travel_rarely,621,sales,3,4,marketing,3,male,31,2,4,manager,1,married,16856,10084,1,no,11,3,1,0,34,3,4,34,6,1,16
33,yes,travel_rarely,527,research & development,1,4,other,4,male,63,3,1,research scientist,4,single,2686,5207,1,yes,13,3,3,0,10,2,2,10,9,7,8
25,no,travel_rarely,883,sales,26,1,medical,3,female,32,3,2,sales executive,4,single,6180,22807,1,no,23,4,2,0,6,5,2,6,5,1,4
45,no,travel_rarely,954,sales,2,2,technical degree,2,male,46,1,2,sales representative,3,single,6632,12388,0,no,13,3,1,0,9,3,3,8,7,3,1
23,no,travel_rarely,310,research & development,10,1,medical,1,male,79,4,1,research scientist,3,single,3505,19630,1,no,18,3,4,0,2,3,3,2,2,0,2
47,yes,travel_frequently,719,sales,27,2,life sciences,2,female,77,4,2,sales executive,3,single,6397,10339,4,yes,12,3,4,0,8,2,3,5,4,1,3
34,no,travel_rarely,304,sales,2,3,other,4,male,60,3,2,sales executive,4,single,6274,18686,1,no,22,4,3,0,6,5,3,6,5,1,4
55,yes,travel_rarely,725,research & development,2,3,medical,4,male,78,3,5,manager,1,married,19859,21199,5,yes,13,3,4,1,24,2,3,5,2,1,4
36,no,non-travel,1434,sales,8,4,life sciences,1,male,76,2,3,sales executive,1,single,7587,14229,1,no,15,3,2,0,10,1,3,10,7,0,9
52,no,non-travel,715,research & development,19,4,medical,4,male,41,3,1,research scientist,4,married,4258,26589,0,no,18,3,1,1,5,3,3,4,3,1,2
26,no,travel_frequently,575,research & development,1,2,life sciences,1,female,71,1,1,laboratory technician,4,divorced,4364,5288,3,no,14,3,1,1,5,2,3,2,2,2,0
29,no,travel_rarely,657,research & development,27,3,medical,2,female,66,3,2,healthcare representative,3,married,4335,25549,4,no,12,3,1,1,11,3,2,8,7,1,1
26,yes,travel_rarely,1146,sales,8,3,technical degree,4,male,38,2,2,sales executive,1,single,5326,3064,6,no,17,3,3,0,6,2,2,4,3,1,2
34,no,travel_rarely,182,research & development,1,4,life sciences,2,female,72,4,1,research scientist,4,single,3280,13551,2,no,16,3,3,0,10,2,3,4,2,1,3
54,no,travel_rarely,376,research & development,19,4,medical,4,female,95,3,2,manufacturing director,1,divorced,5485,22670,9,yes,11,3,2,2,9,4,3,5,3,1,4
27,no,travel_frequently,829,sales,8,1,marketing,3,male,84,3,2,sales executive,4,married,4342,24008,0,no,19,3,2,1,5,3,3,4,2,1,1
37,no,travel_rarely,571,research & development,10,1,life sciences,4,female,82,3,1,research scientist,1,divorced,2782,19905,0,yes,13,3,2,2,6,3,2,5,3,4,3
38,no,travel_frequently,240,research & development,2,4,life sciences,1,female,75,4,2,manufacturing director,1,single,5980,26085,6,yes,12,3,4,0,17,2,3,15,7,4,12
34,no,travel_rarely,121,research & development,2,4,medical,3,female,86,2,1,research scientist,1,single,4381,7530,1,no,11,3,3,0,6,3,3,6,5,1,3
35,no,travel_rarely,384,sales,8,4,life sciences,1,female,72,3,1,sales representative,4,married,2572,20317,1,no,16,3,2,1,3,1,2,3,2,0,2
30,no,travel_rarely,921,research & development,1,3,life sciences,4,male,38,1,1,laboratory technician,3,married,3833,24375,3,no,21,4,3,2,7,2,3,2,2,0,2
40,no,travel_frequently,791,research & development,2,2,medical,3,female,38,4,2,healthcare representative,2,married,4244,9931,1,no,24,4,4,1,8,2,3,8,7,3,7
34,no,travel_rarely,1111,sales,8,2,life sciences,3,female,93,3,2,sales executive,1,married,6500,13305,5,no,17,3,2,1,6,1,3,3,2,1,2
42,no,travel_frequently,570,research & development,8,3,life sciences,2,male,66,3,5,manager,4,divorced,18430,16225,1,no,13,3,2,1,24,4,2,24,7,14,9
23,yes,travel_rarely,1243,research & development,6,3,life sciences,3,male,63,4,1,laboratory technician,1,married,1601,3445,1,yes,21,4,3,2,1,2,3,0,0,0,0
24,no,non-travel,1092,research & development,9,3,life sciences,3,male,60,2,1,laboratory technician,2,divorced,2694,26551,1,no,11,3,3,3,1,4,3,1,0,0,0
52,no,travel_rarely,1325,research & development,11,4,life sciences,4,female,82,3,2,laboratory technician,3,married,3149,21821,8,no,20,4,2,1,9,3,3,5,2,1,4
50,no,travel_rarely,691,research & development,2,3,medical,3,male,64,3,4,research director,3,married,17639,6881,5,no,16,3,4,0,30,3,3,4,3,0,3
29,yes,travel_rarely,805,research & development,1,2,life sciences,2,female,36,2,1,laboratory technician,1,married,2319,6689,1,yes,11,3,4,1,1,1,3,1,0,0,0
33,no,travel_rarely,213,research & development,7,3,medical,3,male,49,3,3,research director,3,married,11691,25995,0,no,11,3,4,0,14,3,4,13,9,3,7
33,yes,travel_rarely,118,sales,16,3,marketing,1,female,69,3,2,sales executive,1,single,5324,26507,5,no,15,3,3,0,6,3,3,3,2,0,2
47,no,travel_rarely,202,research & development,2,2,other,3,female,33,3,4,manager,4,married,16752,12982,1,yes,11,3,3,1,26,3,2,26,14,3,0
36,no,travel_rarely,676,research & development,1,3,other,3,female,35,3,2,manufacturing director,2,married,5228,23361,0,no,15,3,1,1,10,2,3,9,7,0,5
29,no,travel_rarely,1252,research & development,23,2,life sciences,3,male,81,4,1,research scientist,3,married,2700,23779,1,no,24,4,3,1,10,3,3,10,7,0,7
58,yes,travel_rarely,286,research & development,2,4,life sciences,4,male,31,3,5,research director,2,single,19246,25761,7,yes,12,3,4,0,40,2,3,31,15,13,8
35,no,travel_rarely,1258,research & development,1,4,life sciences,4,female,40,4,1,research scientist,3,single,2506,13301,3,no,13,3,3,0,7,0,3,2,2,2,2
42,no,travel_rarely,932,research & development,1,2,life sciences,4,female,43,2,2,manufacturing director,4,married,6062,4051,9,yes,13,3,4,1,8,4,3,4,3,0,2
28,yes,travel_rarely,890,research & development,2,4,medical,3,male,46,3,1,research scientist,3,single,4382,16374,6,no,17,3,4,0,5,3,2,2,2,2,1
36,no,travel_rarely,1041,human resources,13,3,human resources,3,male,36,3,1,human resources,2,married,2143,25527,4,no,13,3,2,1,8,2,3,5,2,0,4
32,no,travel_rarely,859,research & development,4,3,life sciences,3,female,98,2,2,manufacturing director,3,married,6162,19124,1,no,12,3,3,1,14,3,3,14,13,6,8
40,no,travel_frequently,720,research & development,16,4,medical,1,male,51,2,2,laboratory technician,3,single,5094,11983,6,no,14,3,4,0,10,6,3,1,0,0,0
30,no,travel_rarely,946,research & development,2,3,medical,3,female,52,2,2,manufacturing director,4,single,6877,20234,5,yes,24,4,2,0,12,4,2,0,0,0,0
45,no,travel_rarely,252,research & development,2,3,life sciences,2,female,95,2,1,research scientist,3,single,2274,6153,1,no,14,3,4,0,1,3,3,1,0,0,0
42,no,travel_rarely,933,research & development,29,3,life sciences,2,male,98,3,2,manufacturing director,2,married,4434,11806,1,no,13,3,4,1,10,3,2,9,8,7,8
38,no,travel_frequently,471,research & development,12,3,life sciences,1,male,45,2,2,healthcare representative,1,divorced,6288,4284,2,no,15,3,3,1,13,3,2,4,3,1,2
34,no,travel_frequently,702,research & development,16,4,life sciences,3,female,100,2,1,research scientist,4,single,2553,8306,1,no,16,3,3,0,6,3,3,5,2,1,3
49,yes,travel_rarely,1184,sales,11,3,marketing,3,female,43,3,3,sales executive,4,married,7654,5860,1,no,18,3,1,2,9,3,4,9,8,7,7
55,yes,travel_rarely,436,sales,2,1,medical,3,male,37,3,2,sales executive,4,single,5160,21519,4,no,16,3,3,0,12,3,2,9,7,7,3
43,no,travel_rarely,589,research & development,14,2,life sciences,2,male,94,3,4,research director,1,married,17159,5200,6,no,24,4,3,1,22,3,3,4,1,1,0
27,no,travel_rarely,269,research & development,5,1,technical degree,3,male,42,2,3,research director,4,divorced,12808,8842,1,yes,16,3,2,1,9,3,3,9,8,0,8
35,no,travel_rarely,950,research & development,7,3,other,3,male,59,3,3,manufacturing director,3,single,10221,18869,3,no,21,4,2,0,17,3,4,8,5,1,6
28,no,travel_rarely,760,sales,2,4,marketing,2,female,81,3,2,sales executive,2,married,4779,3698,1,yes,20,4,1,0,8,2,3,8,7,7,5
34,no,travel_rarely,829,human resources,3,2,human resources,3,male,88,3,1,human resources,4,married,3737,2243,0,no,19,3,3,1,4,1,1,3,2,0,2
26,yes,travel_frequently,887,research & development,5,2,medical,3,female,88,2,1,research scientist,3,married,2366,20898,1,yes,14,3,1,1,8,2,3,8,7,1,7
27,no,non-travel,443,research & development,3,3,medical,4,male,50,3,1,research scientist,4,married,1706,16571,1,no,11,3,3,3,0,6,2,0,0,0,0
51,no,travel_rarely,1318,sales,26,4,marketing,1,female,66,3,4,manager,3,married,16307,5594,2,no,14,3,3,1,29,2,2,20,6,4,17
44,no,travel_rarely,625,research & development,4,3,medical,4,male,50,3,2,healthcare representative,2,single,5933,5197,9,no,12,3,4,0,10,2,2,5,2,2,3
25,no,travel_rarely,180,research & development,2,1,medical,1,male,65,4,1,research scientist,1,single,3424,21632,7,no,13,3,3,0,6,3,2,4,3,0,1
33,no,travel_rarely,586,sales,1,3,medical,1,male,48,4,2,sales executive,1,divorced,4037,21816,1,no,22,4,1,1,9,5,3,9,8,0,8
35,no,travel_rarely,1343,research & development,27,1,medical,3,female,53,2,1,research scientist,1,single,2559,17852,1,no,11,3,4,0,6,3,2,6,5,1,1
36,no,travel_rarely,928,sales,1,2,life sciences,2,male,56,3,2,sales executive,4,married,6201,2823,1,yes,14,3,4,1,18,1,2,18,14,4,11
32,no,travel_rarely,117,sales,13,4,life sciences,2,male,73,3,2,sales executive,4,divorced,4403,9250,2,no,11,3,3,1,8,3,2,5,2,0,3
30,no,travel_frequently,1012,research & development,5,4,life sciences,2,male,75,2,1,research scientist,4,divorced,3761,2373,9,no,12,3,2,1,10,3,2,5,4,0,3
53,no,travel_rarely,661,sales,7,2,marketing,1,female,78,2,3,sales executive,4,married,10934,20715,7,yes,18,3,4,1,35,3,3,5,2,0,4
45,no,travel_rarely,930,sales,9,3,marketing,4,male,74,3,3,sales executive,1,divorced,10761,19239,4,yes,12,3,3,1,18,2,3,5,4,0,2
32,no,travel_rarely,638,research & development,8,2,medical,3,female,91,4,2,research scientist,3,married,5175,22162,5,no,12,3,3,1,9,3,2,5,3,1,3
52,no,travel_frequently,890,research & development,25,4,medical,3,female,81,2,4,manufacturing director,4,married,13826,19028,3,no,22,4,3,0,31,3,3,9,8,0,0
37,no,travel_rarely,342,sales,16,4,marketing,4,male,66,2,2,sales executive,3,divorced,6334,24558,4,no,19,3,4,2,9,2,3,1,0,0,0
28,no,travel_rarely,1169,human resources,8,2,medical,2,male,63,2,1,human resources,4,divorced,4936,23965,1,no,13,3,4,1,6,6,3,5,1,0,4
22,no,travel_rarely,1230,research & development,1,2,life sciences,4,male,33,2,2,manufacturing director,4,married,4775,19146,6,no,22,4,1,2,4,2,1,2,2,2,2
44,no,travel_rarely,986,research & development,8,4,life sciences,1,male,62,4,1,laboratory technician,4,married,2818,5044,2,yes,24,4,3,1,10,2,2,3,2,0,2
42,no,travel_frequently,1271,research & development,2,1,medical,2,male,35,3,1,research scientist,4,single,2515,9068,5,yes,14,3,4,0,8,2,3,2,1,2,2
36,no,travel_rarely,1278,human resources,8,3,life sciences,1,male,77,2,1,human resources,1,married,2342,8635,0,no,21,4,3,0,6,3,3,5,4,0,3
25,no,travel_rarely,141,sales,3,1,other,3,male,98,3,2,sales executive,1,married,4194,14363,1,yes,18,3,4,0,5,3,3,5,3,0,3
35,no,travel_rarely,607,research & development,9,3,life sciences,4,female,66,2,3,manufacturing director,3,married,10685,23457,1,yes,20,4,2,1,17,2,3,17,14,5,15
35,yes,travel_frequently,130,research & development,25,4,life sciences,4,female,96,3,1,research scientist,2,divorced,2022,16612,1,yes,19,3,1,1,10,3,2,10,2,7,8
32,no,non-travel,300,research & development,1,3,life sciences,4,male,61,3,1,laboratory technician,4,divorced,2314,9148,0,no,12,3,2,1,4,2,3,3,0,0,2
25,no,travel_rarely,583,sales,4,1,marketing,3,male,87,2,2,sales executive,1,married,4256,18154,1,no,12,3,1,0,5,1,4,5,2,0,3
49,no,travel_rarely,1418,research & development,1,3,technical degree,3,female,36,3,1,research scientist,1,married,3580,10554,2,no,16,3,2,1,7,2,3,4,2,0,2
24,no,non-travel,1269,research & development,4,1,life sciences,1,male,46,2,1,laboratory technician,4,married,3162,10778,0,no,17,3,4,0,6,2,2,5,2,3,4
32,no,travel_frequently,379,sales,5,2,life sciences,2,male,48,3,2,sales executive,2,married,6524,8891,1,no,14,3,4,1,10,3,3,10,8,5,3
38,no,travel_rarely,395,sales,9,3,marketing,2,male,98,2,1,sales representative,2,married,2899,12102,0,no,19,3,4,1,3,3,3,2,2,1,2
42,no,travel_rarely,1265,research & development,3,3,life sciences,3,female,95,4,2,laboratory technician,4,married,5231,23726,2,yes,13,3,2,1,17,1,2,5,3,1,3
31,no,travel_rarely,1222,research & development,11,4,life sciences,4,male,48,3,1,research scientist,4,married,2356,14871,3,yes,19,3,2,1,8,2,3,6,4,0,2
29,yes,travel_rarely,341,sales,1,3,medical,2,female,48,2,1,sales representative,3,divorced,2800,23522,6,yes,19,3,3,3,5,3,3,3,2,0,2
53,no,travel_rarely,868,sales,8,3,marketing,1,male,73,3,4,sales executive,4,married,11836,22789,5,no,14,3,3,1,28,3,3,2,0,2,2
35,no,travel_rarely,672,research & development,25,3,technical degree,4,male,78,2,3,manufacturing director,2,married,10903,9129,3,no,16,3,1,0,16,2,3,13,10,4,8
37,no,travel_frequently,1231,sales,21,2,medical,3,female,54,3,1,sales representative,4,married,2973,21222,5,no,15,3,2,1,10,3,3,5,4,0,0
53,no,travel_rarely,102,research & development,23,4,life sciences,4,female,72,3,4,research director,4,single,14275,20206,6,no,18,3,3,0,33,0,3,12,9,3,8
43,no,travel_frequently,422,research & development,1,3,life sciences,4,female,33,3,2,healthcare representative,4,married,5562,21782,4,no,13,3,2,1,12,2,2,5,2,2,2
47,no,travel_rarely,249,sales,2,2,marketing,3,female,35,3,2,sales executive,4,married,4537,17783,0,yes,22,4,1,1,8,2,3,7,6,7,7
37,no,non-travel,1252,sales,19,2,medical,1,male,32,3,3,sales executive,2,single,7642,4814,1,yes,13,3,4,0,10,2,3,10,0,0,9
50,no,non-travel,881,research & development,2,4,life sciences,1,male,98,3,4,manager,1,divorced,17924,4544,1,no,11,3,4,1,31,3,3,31,6,14,7
39,no,travel_rarely,1383,human resources,2,3,life sciences,4,female,42,2,2,human resources,4,married,5204,7790,8,no,11,3,3,2,13,2,3,5,4,0,4
33,no,travel_rarely,1075,human resources,3,2,human resources,4,male,57,3,1,human resources,2,divorced,2277,22650,3,yes,11,3,3,1,7,4,4,4,3,0,3
32,yes,travel_rarely,374,research & development,25,4,life sciences,1,male,87,3,1,laboratory technician,4,single,2795,18016,1,yes,24,4,3,0,1,2,1,1,0,0,1
29,no,travel_rarely,1086,research & development,7,1,medical,1,female,62,2,1,laboratory technician,4,divorced,2532,6054,6,no,14,3,3,3,8,5,3,4,3,0,3
44,no,travel_rarely,661,research & development,9,2,life sciences,2,male,61,3,1,research scientist,1,married,2559,7508,1,yes,13,3,4,0,8,0,3,8,7,7,1
28,no,travel_rarely,821,sales,5,4,medical,1,male,98,3,2,sales executive,4,single,4908,24252,1,no,14,3,2,0,4,3,3,4,2,0,2
58,yes,travel_frequently,781,research & development,2,1,life sciences,4,male,57,2,1,laboratory technician,4,divorced,2380,13384,9,yes,14,3,4,1,3,3,2,1,0,0,0
43,no,travel_rarely,177,research & development,8,3,life sciences,1,female,55,3,2,manufacturing director,2,divorced,4765,23814,4,no,21,4,3,1,4,2,4,1,0,0,0
20,yes,travel_rarely,500,sales,2,3,medical,3,female,49,2,1,sales representative,3,single,2044,22052,1,no,13,3,4,0,2,3,2,2,2,0,2
21,yes,travel_rarely,1427,research & development,18,1,other,4,female,65,3,1,research scientist,4,single,2693,8870,1,no,19,3,1,0,1,3,2,1,0,0,0
36,no,travel_rarely,1425,research & development,14,1,life sciences,3,male,68,3,2,healthcare representative,4,married,6586,4821,0,yes,17,3,1,1,17,2,2,16,8,4,11
47,no,travel_rarely,1454,sales,2,4,life sciences,4,female,65,2,1,sales representative,4,single,3294,13137,1,yes,18,3,1,0,3,3,2,3,2,1,2
22,yes,travel_rarely,617,research & development,3,1,life sciences,2,female,34,3,2,manufacturing director,3,married,4171,10022,0,yes,19,3,1,1,4,3,4,3,2,0,2
41,yes,travel_rarely,1085,research & development,2,4,life sciences,2,female,57,1,1,laboratory technician,4,divorced,2778,17725,4,yes,13,3,3,1,10,1,2,7,7,1,0
28,no,travel_rarely,995,research & development,9,3,medical,3,female,77,3,1,research scientist,3,divorced,2377,9834,5,no,18,3,2,1,6,2,3,2,2,2,2
39,yes,travel_rarely,1122,research & development,6,3,medical,4,male,70,3,1,laboratory technician,1,married,2404,4303,7,yes,21,4,4,0,8,2,1,2,2,2,2
27,no,travel_rarely,618,research & development,4,3,life sciences,2,female,76,3,1,research scientist,3,single,2318,17808,1,no,19,3,3,0,1,2,3,1,1,0,0
34,no,travel_rarely,546,research & development,10,3,life sciences,2,male,83,3,1,laboratory technician,2,divorced,2008,6896,1,no,14,3,2,2,1,3,3,1,0,1,0
42,no,travel_rarely,462,sales,14,2,medical,3,female,68,2,2,sales executive,3,single,6244,7824,7,no,17,3,1,0,10,6,3,5,4,0,3
33,no,travel_rarely,1198,research & development,1,4,other,3,male,100,2,1,research scientist,1,single,2799,3339,3,yes,11,3,2,0,6,1,3,3,2,0,2
58,no,travel_rarely,1272,research & development,5,3,technical degree,3,female,37,2,3,healthcare representative,2,divorced,10552,9255,2,yes,13,3,4,1,24,3,3,6,0,0,4
31,no,travel_rarely,154,sales,7,4,life sciences,2,male,41,2,1,sales representative,3,married,2329,11737,3,no,15,3,2,0,13,2,4,7,7,5,2
35,no,travel_rarely,1137,research & development,21,1,life sciences,4,female,51,3,2,healthcare representative,4,married,4014,19170,1,yes,25,4,4,1,10,2,1,10,6,0,7
49,no,travel_rarely,527,research & development,8,2,other,1,female,51,3,3,laboratory technician,2,married,7403,22477,4,no,11,3,3,1,29,3,2,26,9,1,7
48,no,travel_rarely,1469,research & development,20,4,medical,4,male,51,3,1,research scientist,3,married,2259,5543,4,no,17,3,1,2,13,2,2,0,0,0,0
31,no,non-travel,1188,sales,20,2,marketing,4,female,45,3,2,sales executive,3,married,6932,24406,1,no,13,3,4,1,9,2,2,9,8,0,0
36,no,travel_rarely,188,research & development,7,4,other,2,male,65,3,1,research scientist,4,single,4678,23293,2,no,18,3,3,0,8,6,3,6,2,0,1
38,no,travel_rarely,1333,research & development,1,3,technical degree,4,female,80,3,3,research director,1,married,13582,16292,1,no,13,3,2,1,15,3,3,15,12,5,11
32,no,non-travel,1184,research & development,1,3,life sciences,3,female,70,2,1,laboratory technician,2,married,2332,3974,6,no,20,4,3,0,5,3,3,3,0,0,2
25,yes,travel_rarely,867,sales,19,2,marketing,3,male,36,2,1,sales representative,2,married,2413,18798,1,yes,18,3,3,3,1,2,3,1,0,0,0
40,no,travel_rarely,658,sales,10,4,marketing,1,male,67,2,3,sales executive,2,divorced,9705,20652,2,no,12,3,2,1,11,2,2,1,0,0,0
26,no,travel_frequently,1283,sales,1,3,medical,3,male,52,2,2,sales executive,1,single,4294,11148,1,no,12,3,2,0,7,2,3,7,7,0,7
41,no,travel_rarely,263,research & development,6,3,medical,4,male,59,3,1,laboratory technician,1,single,4721,3119,2,yes,13,3,3,0,20,3,3,18,13,2,17
