,age,attrition,businesstravel,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,salaryquartile,worklesstwoyears,newatcompany,highriskjob,youngsingleoverworked,stay_prob
1072,29,0,travel_frequently,research & development,2,1,life sciences,4,female,3,1,laboratory technician,2,married,3180,0,no,13,3,3,3,4,3,3,3,2,0,2,2,0,0,1,1,0.9925975874708173
1073,28,0,travel_rarely,research & development,29,1,life sciences,3,male,1,2,manufacturing director,2,married,6549,1,no,14,3,2,2,8,2,2,8,6,1,7,4,0,0,0,0,0.8760063957180115
1074,33,0,travel_rarely,research & development,8,5,life sciences,4,male,3,2,healthcare representative,3,single,6388,2,yes,17,3,1,0,14,6,3,0,0,0,0,4,0,1,0,2,0.7658520181404359
1075,32,0,travel_rarely,research & development,10,3,medical,3,male,3,3,manager,4,single,11244,2,no,25,4,2,0,10,5,4,5,2,0,0,5,0,0,0,1,0.9986947416946497
1077,29,1,travel_rarely,research & development,1,4,technical degree,1,male,2,1,research scientist,1,single,2362,6,no,13,3,3,0,11,2,1,9,7,0,7,1,0,0,0,1,0.06652514810059357
1079,39,0,travel_rarely,research & development,6,3,life sciences,2,female,3,3,manufacturing director,2,single,8376,4,no,18,3,4,0,9,3,3,2,0,2,2,4,0,0,0,1,0.9617165893247172
1081,35,0,travel_rarely,research & development,16,3,life sciences,4,female,2,3,healthcare representative,2,single,8606,1,no,19,3,4,0,11,3,1,11,8,3,3,4,0,0,0,1,0.787958139298055
1082,23,0,travel_rarely,research & development,20,1,life sciences,1,male,3,2,laboratory technician,3,single,2272,0,no,14,3,2,0,5,2,3,4,3,1,2,1,0,0,1,1,0.1317643917936049
1083,40,1,travel_rarely,research & development,9,4,life sciences,4,male,3,1,laboratory technician,1,single,2018,3,no,14,3,2,0,15,3,1,5,4,1,0,1,0,0,1,1,0.3908373447014714
1084,34,0,travel_rarely,sales,1,3,technical degree,4,male,2,3,sales executive,3,married,7083,1,yes,14,3,4,0,10,3,3,10,9,8,6,4,0,0,0,1,0.8122364204352134
1085,31,1,travel_frequently,research & development,3,3,life sciences,4,female,3,1,research scientist,3,single,4084,1,no,12,3,1,0,7,2,1,7,2,7,7,2,0,0,0,2,0.2596605708183466
1087,34,0,travel_rarely,sales,7,2,technical degree,2,male,3,1,sales representative,3,married,2308,0,yes,25,4,2,1,12,4,3,11,10,5,7,1,0,0,1,1,0.8123351027885961
1089,37,0,travel_rarely,research & development,13,3,medical,1,male,3,2,research scientist,4,married,4285,1,no,17,3,1,0,10,2,3,10,8,3,7,3,0,0,0,0,0.9589117596105263
1090,29,0,travel_rarely,research & development,8,1,other,3,female,1,2,healthcare representative,1,married,9715,3,no,13,3,3,1,9,3,3,7,7,0,7,4,0,0,0,0,0.8782913283696979
1091,33,0,travel_rarely,research & development,25,3,life sciences,4,male,2,2,manufacturing director,2,single,4320,1,no,13,3,4,0,5,2,3,5,3,0,2,3,0,0,0,1,0.9437816449443562
1094,40,0,travel_rarely,sales,9,2,medical,1,male,3,2,sales executive,1,married,5473,0,no,12,3,4,0,9,5,4,8,4,7,1,3,0,0,0,0,0.9006512797714915
1095,33,0,travel_rarely,research & development,28,4,life sciences,2,male,3,2,laboratory technician,3,married,5207,1,yes,12,3,2,1,15,3,3,15,14,5,7,3,0,0,1,1,0.5376898193578793
1096,40,0,travel_rarely,human resources,6,2,medical,3,male,3,4,manager,4,single,16437,1,yes,21,4,4,0,21,2,3,21,7,7,7,5,0,0,0,2,0.9781597129245129
1097,24,0,travel_rarely,research & development,21,2,technical degree,3,male,2,1,laboratory technician,1,divorced,2296,0,no,14,3,2,3,2,3,3,1,1,0,0,1,0,1,1,0,0.5640180386039406
1098,40,0,non-travel,research & development,8,2,life sciences,4,male,3,2,healthcare representative,4,divorced,4069,3,yes,18,3,3,0,8,2,3,2,2,2,2,2,0,0,0,2,0.9783946813336729
1100,35,0,travel_rarely,sales,28,4,life sciences,2,female,2,1,sales representative,3,married,2430,0,no,23,4,1,2,6,5,3,5,3,4,2,1,0,0,1,0,0.7566700671248093
1101,32,0,travel_rarely,research & development,5,2,life sciences,4,female,2,2,research scientist,2,married,5878,3,no,12,3,1,1,12,2,3,7,1,2,5,4,0,0,0,0,0.9568045947306953
1102,36,0,travel_rarely,sales,2,4,life sciences,3,male,3,1,sales representative,4,single,2644,3,yes,21,4,4,0,7,3,2,3,2,1,2,1,0,0,1,2,0.7060666666294113
1104,29,0,travel_rarely,research & development,9,3,life sciences,3,male,4,1,research scientist,3,married,2451,6,no,18,3,1,2,5,2,2,1,0,0,0,1,0,1,0,0,0.6927018321092664
1105,33,0,travel_rarely,sales,8,4,life sciences,1,male,3,2,sales executive,1,married,6392,2,no,13,3,4,1,8,6,1,2,2,2,2,4,0,0,0,0,0.8697474754236826
1106,30,1,travel_rarely,sales,1,3,life sciences,2,male,2,2,sales executive,1,married,9714,1,no,11,3,4,1,10,4,3,10,8,6,7,4,0,0,0,0,0.7885432123529907
1107,38,0,travel_frequently,human resources,10,4,human resources,3,male,3,2,human resources,3,married,6077,3,no,11,3,3,0,10,2,3,6,3,1,2,4,0,0,0,1,0.9316548054327753
1108,35,0,travel_rarely,research & development,1,3,medical,4,male,2,1,laboratory technician,1,single,2450,1,no,19,3,2,0,3,3,3,3,0,1,2,1,0,0,1,1,0.32155597639658967
1109,30,0,travel_rarely,sales,29,4,technical degree,3,male,3,3,sales executive,2,married,9250,3,no,12,3,2,1,9,3,3,4,2,1,3,4,0,0,0,0,0.8049163382337342
1110,35,1,travel_rarely,research & development,2,3,life sciences,1,female,3,1,laboratory technician,1,divorced,2074,1,yes,12,3,4,1,1,2,3,1,0,0,0,1,1,1,1,1,0.19047011014581117
1112,38,1,travel_rarely,research & development,2,3,medical,3,male,3,2,manufacturing director,2,married,4855,4,no,11,3,1,2,7,2,3,5,2,1,4,3,0,0,0,0,0.9963967892584115
1113,32,0,non-travel,research & development,1,4,technical degree,4,male,3,2,research scientist,1,married,4087,4,no,14,3,2,1,9,3,2,6,5,1,2,2,0,0,0,1,0.9603834999689906
1115,34,0,travel_rarely,research & development,7,4,medical,1,male,3,1,research scientist,4,single,2972,1,no,13,3,3,0,1,4,1,1,0,0,0,2,1,1,0,1,0.6639686687260915
1117,34,0,travel_rarely,research & development,1,4,life sciences,2,male,3,2,research scientist,4,married,5484,9,no,17,3,2,1,9,3,2,2,2,2,1,3,0,0,0,0,0.8058474954962147
1118,26,0,travel_rarely,research & development,3,3,life sciences,1,female,3,1,research scientist,4,married,2061,1,no,21,4,1,0,1,5,3,1,0,0,0,1,1,1,0,0,0.7174002848056393
1119,38,0,travel_rarely,sales,14,3,life sciences,3,male,3,2,sales executive,2,married,9924,0,no,11,3,4,1,10,3,3,9,8,7,7,5,0,0,0,0,0.989330816212277
1120,38,0,travel_rarely,sales,16,3,life sciences,2,female,3,2,sales executive,2,single,4198,2,no,12,3,2,0,8,5,4,3,2,1,2,2,0,0,0,1,0.7674134869659807
1121,36,0,travel_rarely,sales,1,4,life sciences,2,female,3,2,sales executive,3,single,6815,6,no,13,3,1,0,15,5,3,1,0,0,0,4,0,1,0,1,0.6377876364815556
1122,29,0,travel_rarely,research & development,3,1,medical,2,male,3,1,laboratory technician,1,single,4723,1,yes,18,3,4,0,10,3,3,10,9,1,5,3,0,0,1,2,0.37279035697075974
1123,35,0,travel_rarely,research & development,10,4,medical,1,female,3,2,healthcare representative,3,single,6142,3,yes,16,3,3,0,10,4,3,5,2,0,4,4,0,0,0,2,0.8229802984670219
1124,39,0,travel_rarely,sales,6,3,medical,4,male,4,3,sales executive,3,married,8237,2,no,11,3,1,1,11,3,3,7,6,7,6,4,0,0,0,0,0.9958744461053827
1125,29,0,travel_frequently,research & development,2,1,life sciences,1,male,3,2,healthcare representative,4,divorced,8853,1,no,19,3,4,1,6,0,4,6,4,1,3,4,0,0,0,1,0.969422167636066
1127,23,0,travel_rarely,research & development,10,3,technical degree,4,male,4,1,research scientist,3,married,2073,2,no,16,3,4,1,4,2,3,2,2,2,2,1,0,0,0,0,0.9912715955841723
1128,36,0,travel_frequently,research & development,6,4,life sciences,1,male,4,2,laboratory technician,1,married,5562,3,yes,13,3,4,1,9,3,3,3,2,0,2,3,0,0,1,2,0.621491040945024
1130,35,0,travel_rarely,research & development,28,3,life sciences,2,male,4,2,laboratory technician,3,married,3407,1,no,17,3,4,2,10,3,2,10,9,6,8,2,0,0,1,0,0.9889435719766003
1131,34,0,travel_frequently,research & development,10,4,technical degree,4,male,2,2,healthcare representative,3,married,5063,1,no,14,3,2,1,8,3,2,8,2,7,7,3,0,0,0,1,0.8966235727882808
1132,40,0,travel_rarely,sales,14,2,life sciences,4,female,3,2,sales executive,1,married,4639,1,no,15,3,3,1,5,2,3,5,4,1,2,3,0,0,0,0,0.9720745823726566
1134,35,0,travel_rarely,research & development,7,2,life sciences,3,male,2,1,laboratory technician,4,married,2690,1,no,18,3,4,1,1,5,2,1,0,0,1,1,1,1,1,0,0.9095479528951277
1136,28,1,travel_rarely,research & development,24,3,medical,3,male,3,1,laboratory technician,2,married,2408,1,yes,17,3,3,3,1,3,3,1,1,0,0,1,1,1,1,1,0.4244128233219888
1137,22,0,non-travel,research & development,26,2,other,2,female,2,1,research scientist,3,married,2814,1,yes,14,3,2,0,4,2,2,4,2,1,3,2,0,0,0,2,0.0654277711475275
1139,32,0,travel_rarely,research & development,5,4,other,2,female,4,1,research scientist,4,married,3312,3,no,17,3,4,2,6,3,3,3,2,0,2,2,0,0,0,0,0.9988340073383457
1141,30,0,travel_rarely,research & development,7,3,medical,2,male,2,1,research scientist,2,married,2141,1,no,12,3,2,1,6,3,2,6,4,1,1,1,0,0,0,0,0.6792004816456604
1144,31,0,travel_frequently,sales,2,4,other,4,male,3,2,sales executive,1,single,5332,7,no,13,3,4,0,10,3,3,5,2,0,3,3,0,0,0,2,0.5285241753043074
1145,36,0,travel_rarely,research & development,12,4,life sciences,3,female,3,2,manufacturing director,3,married,4663,9,yes,12,3,2,2,7,2,3,3,2,1,1,3,0,0,0,1,0.8258921704822304
1146,34,0,travel_frequently,research & development,10,4,life sciences,3,male,4,2,manufacturing director,4,divorced,4724,1,no,13,3,1,1,9,3,3,9,7,7,2,3,0,0,0,1,0.9824221690381495
1148,39,0,travel_rarely,research & development,10,5,medical,2,male,3,2,manufacturing director,1,married,5377,2,no,13,3,4,3,10,3,3,7,7,7,7,3,0,0,0,0,0.9990749245725606
1149,27,0,travel_rarely,research & development,19,3,other,4,male,2,1,laboratory technician,1,divorced,4066,1,no,11,3,1,2,7,3,3,7,7,0,7,2,0,0,1,0,0.8315154666079356
1150,35,0,travel_rarely,research & development,18,5,life sciences,2,male,4,2,research scientist,1,married,5208,1,no,11,3,4,0,16,2,3,16,15,1,10,3,0,0,0,0,0.9962978634599541
1151,28,0,travel_rarely,research & development,27,3,medical,2,female,1,2,manufacturing director,1,divorced,4877,0,no,21,4,2,1,6,5,2,5,3,0,0,3,0,0,0,0,0.8449237787172339
1152,21,0,travel_rarely,research & development,5,1,medical,3,male,3,1,research scientist,4,single,3117,1,no,18,3,3,0,3,2,3,2,2,2,2,2,0,0,0,1,0.8713600634178397
1153,18,1,travel_frequently,sales,3,2,medical,2,female,3,1,sales representative,4,single,1569,1,yes,12,3,3,0,0,2,4,0,0,0,0,1,1,1,1,3,0.04397680465488767
1155,39,0,travel_rarely,research & development,3,2,medical,3,male,2,2,laboratory technician,3,divorced,3069,0,no,15,3,4,1,11,3,3,10,8,0,7,2,0,0,1,0,0.9993974831455039
1156,40,0,travel_rarely,research & development,15,3,life sciences,1,female,2,3,manufacturing director,3,married,10435,1,no,13,3,4,2,18,2,3,18,15,14,12,5,0,0,0,0,0.9941411135101123
1157,35,0,non-travel,research & development,8,4,life sciences,3,female,3,2,healthcare representative,3,married,4148,1,no,12,3,4,1,15,5,3,14,11,2,9,2,0,0,0,1,0.9998760141892802
1158,37,0,travel_rarely,research & development,19,3,life sciences,3,male,3,2,manufacturing director,3,married,5768,3,no,17,3,1,3,9,2,2,4,3,0,2,4,0,0,0,0,0.9948658797109318
1159,39,0,travel_frequently,research & development,4,3,medical,1,female,3,2,manufacturing director,3,single,5042,0,no,13,3,4,0,10,2,1,9,2,3,8,3,0,0,0,2,0.9775910337823163
1161,38,0,travel_rarely,research & development,2,2,medical,4,female,2,3,manufacturing director,3,married,7756,3,yes,19,3,4,1,10,6,4,5,4,0,2,4,0,0,0,1,0.999275174086137
1162,35,1,travel_rarely,sales,10,3,medical,4,male,2,3,sales executive,1,married,10306,9,no,17,3,3,0,15,3,3,13,12,6,0,5,0,0,0,0,0.2437295601880615
1163,37,0,travel_rarely,research & development,10,3,medical,2,female,3,1,research scientist,2,married,3936,1,no,11,3,1,1,8,2,1,8,4,7,7,2,0,0,0,0,0.7444059534312399
1164,40,0,travel_rarely,research & development,16,3,life sciences,3,female,3,3,manufacturing director,4,single,7945,6,yes,15,3,4,0,18,2,2,4,2,3,3,4,0,0,0,2,0.9194990150303434
1167,35,1,travel_rarely,sales,15,2,medical,1,male,1,2,sales executive,4,divorced,5440,6,yes,14,3,4,2,7,2,2,2,2,2,2,3,0,0,0,1,0.27601444491507
1168,24,0,travel_frequently,research & development,2,1,technical degree,1,female,3,1,research scientist,4,single,3760,1,yes,13,3,3,0,6,2,3,6,3,1,3,2,0,0,0,3,0.19940268944478678
1169,27,0,travel_rarely,research & development,8,3,medical,2,female,4,1,research scientist,3,married,3517,7,no,17,3,1,0,5,0,3,3,2,0,2,2,0,0,0,0,0.5021810268715465
1170,27,0,travel_frequently,research & development,2,3,medical,4,male,3,1,research scientist,4,single,2580,2,no,13,3,3,0,6,0,2,4,2,1,2,1,0,0,0,2,0.7558992411180158
1171,40,1,travel_rarely,research & development,7,3,life sciences,1,male,3,1,laboratory technician,1,single,2166,3,yes,14,3,2,0,10,3,1,4,2,0,3,1,0,0,1,2,0.012545350593755203
1172,29,0,travel_rarely,sales,10,3,medical,3,male,2,2,sales executive,3,single,5869,9,no,11,3,3,0,8,2,3,5,2,1,4,4,0,0,0,1,0.39969679738940056
1173,36,0,travel_rarely,research & development,5,4,life sciences,2,female,3,3,healthcare representative,1,married,8008,4,no,12,3,3,2,9,6,3,3,2,0,2,4,0,0,0,0,0.9969399446918258
1174,25,0,travel_frequently,research & development,2,1,life sciences,4,male,4,2,manufacturing director,3,divorced,5206,1,no,17,3,3,2,7,6,3,7,7,0,7,3,0,0,0,1,0.999892293747767
1175,39,0,travel_rarely,research & development,12,3,medical,4,male,3,2,manufacturing director,2,married,5295,4,no,21,4,3,0,7,3,3,5,4,1,0,3,0,0,0,0,0.9973812543316269
1178,20,0,travel_rarely,sales,2,3,medical,3,female,3,1,sales representative,3,single,2783,1,no,19,3,1,0,2,3,3,2,2,2,2,2,0,0,1,1,0.2995230862387774
1179,34,0,travel_rarely,research & development,3,3,life sciences,4,female,3,2,research scientist,2,divorced,5433,1,no,12,3,3,1,11,2,3,11,8,7,9,3,0,0,0,0,0.9969144210471269
1180,36,0,travel_rarely,research & development,7,3,life sciences,1,male,3,1,laboratory technician,2,single,2013,2,no,11,3,3,0,15,4,3,4,3,1,3,1,0,0,1,1,0.7544613705581753
1182,36,0,non-travel,research & development,1,4,medical,4,female,2,2,manufacturing director,3,married,4374,0,no,15,3,3,0,4,6,3,3,2,1,2,3,0,0,0,1,0.999698356843533
1183,36,0,travel_rarely,research & development,3,2,life sciences,4,male,4,2,healthcare representative,1,divorced,6842,6,no,20,4,1,1,13,3,3,5,4,0,4,4,0,0,0,0,0.9974557463142697
1186,35,1,travel_frequently,sales,12,4,other,4,male,3,2,sales executive,4,single,4581,3,yes,24,4,1,0,13,2,4,11,9,6,7,3,0,0,0,3,0.3148421338307702
1187,38,0,travel_frequently,research & development,1,3,life sciences,4,male,3,2,research scientist,4,married,4735,7,no,15,3,4,2,19,4,4,13,11,2,9,3,0,0,0,1,0.9998956528891638
1188,29,0,travel_rarely,sales,5,3,medical,1,male,2,2,sales executive,2,divorced,4187,1,yes,13,3,2,1,10,3,2,10,0,0,9,2,0,0,0,1,0.2513585082326762
1189,33,0,travel_rarely,sales,2,4,medical,4,male,3,2,sales executive,4,divorced,5505,1,no,14,3,3,2,6,5,3,6,2,0,4,3,0,0,0,0,0.9997174323396918
1190,32,0,travel_rarely,research & development,2,3,medical,4,male,3,2,research scientist,2,divorced,5470,0,no,13,3,3,2,10,4,2,9,5,1,6,3,0,0,0,0,0.9996416413799032
1191,31,0,travel_rarely,sales,5,4,life sciences,1,female,3,2,sales executive,4,married,5476,1,no,11,3,1,2,10,2,3,10,0,0,2,3,0,0,0,0,0.9165773052826595
1193,38,0,travel_frequently,research & development,2,3,medical,4,female,2,1,laboratory technician,2,single,2440,1,no,22,4,2,0,4,3,3,4,3,3,3,1,0,0,1,2,0.6547243789518488
1196,41,0,travel_rarely,sales,23,2,life sciences,4,male,3,3,sales executive,3,single,7082,3,yes,16,3,4,0,21,2,3,2,0,0,2,4,0,0,0,2,0.9216406340711653
1197,20,0,travel_rarely,sales,9,1,life sciences,4,male,3,1,sales representative,1,single,2728,1,no,11,3,1,0,2,3,3,2,2,0,2,2,0,0,1,1,0.21646229803440994
1198,33,0,non-travel,sales,16,3,life sciences,3,female,3,2,sales executive,4,divorced,5368,1,yes,25,4,3,1,7,2,3,6,5,1,2,3,0,0,0,2,0.9599102228198284
1199,36,0,travel_rarely,research & development,26,4,life sciences,1,male,3,2,healthcare representative,3,married,5347,6,no,14,3,2,2,10,2,2,3,2,0,2,3,0,0,0,0,0.8502021766550617
1201,23,1,travel_rarely,research & development,8,1,medical,4,male,2,1,laboratory technician,3,single,3989,1,yes,11,3,1,0,5,2,3,5,4,1,2,2,0,0,1,2,0.04280290508553106
1202,38,0,travel_rarely,research & development,4,2,medical,4,female,3,1,laboratory technician,3,married,3306,7,no,19,3,4,1,7,5,2,0,0,0,0,2,0,1,1,0,0.9869992023152577
1205,32,1,travel_rarely,research & development,2,4,life sciences,4,male,3,1,laboratory technician,2,single,1393,1,no,12,3,1,0,1,2,3,1,0,0,0,1,1,1,1,1,0.20622727382886047
1206,26,0,non-travel,research & development,7,3,medical,4,male,3,1,laboratory technician,4,single,2570,1,no,20,4,3,0,7,5,3,7,7,5,7,1,0,0,1,2,0.9921304203779915
1208,34,0,travel_rarely,research & development,5,2,medical,2,male,2,2,laboratory technician,4,married,3986,1,no,14,3,3,1,15,3,4,15,10,4,13,2,0,0,1,0,0.9976687372085362
1210,33,0,travel_rarely,research & development,21,3,medical,2,male,4,1,laboratory technician,2,married,2028,1,no,18,3,4,3,14,6,3,14,11,2,13,1,0,0,1,0,0.9996427580664216
1211,37,0,travel_frequently,sales,1,4,medical,3,male,1,2,sales executive,4,divorced,9525,1,no,14,3,3,2,6,2,2,6,3,1,3,4,0,0,0,1,0.9232991765464903
1212,34,0,travel_rarely,research & development,19,3,life sciences,2,female,2,1,research scientist,4,married,2929,1,no,12,3,2,0,10,3,3,10,9,8,7,2,0,0,0,0,0.7903085407453858
1213,23,1,travel_rarely,sales,7,3,life sciences,3,male,3,1,sales representative,4,divorced,2275,1,yes,21,4,2,1,3,2,3,3,2,0,2,1,0,0,1,1,0.6618380852270135
1215,35,0,travel_frequently,research & development,2,4,medical,1,male,2,1,research scientist,4,single,4930,0,yes,14,3,3,0,6,2,4,5,4,1,4,3,0,0,0,3,0.4971510030403053
1217,24,0,travel_rarely,research & development,9,3,medical,3,male,4,1,research scientist,3,married,4401,1,no,16,3,4,1,5,1,3,5,3,0,4,3,0,0,0,0,0.9972971578250935
1218,41,0,travel_rarely,sales,6,3,marketing,4,male,3,3,sales executive,3,single,9241,1,no,12,3,2,0,10,3,3,10,8,8,7,4,0,0,0,1,0.9370667952354869
1219,29,0,travel_rarely,research & development,9,4,medical,4,female,3,1,laboratory technician,3,married,2974,9,no,17,3,3,1,9,2,3,5,3,1,2,2,0,0,1,0,0.8634288212905584
1220,36,0,travel_rarely,sales,2,4,life sciences,3,female,3,2,sales representative,4,single,4502,3,no,15,3,3,0,17,2,2,13,7,6,7,3,0,0,1,1,0.9121333123189428
1222,24,1,travel_rarely,human resources,22,1,human resources,4,male,1,1,human resources,3,married,1555,1,no,11,3,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0.24858137342918193
1224,26,0,travel_rarely,research & development,17,4,medical,4,male,1,1,laboratory technician,3,married,2305,1,no,15,3,3,3,3,3,4,3,2,0,2,1,0,0,1,0,0.9597554684191528
1226,32,0,travel_frequently,research & development,10,3,life sciences,1,male,3,1,research scientist,3,married,3433,6,no,13,3,1,1,10,3,2,5,2,1,3,2,0,0,0,1,0.3075074308554303
1227,31,0,travel_rarely,research & development,2,4,life sciences,2,male,3,1,laboratory technician,3,married,3477,1,no,14,3,4,1,6,2,4,5,2,0,3,2,0,0,1,0,0.9817689543521692
1228,41,0,non-travel,human resources,4,3,human resources,3,male,1,2,human resources,2,married,6430,6,no,19,3,2,1,10,4,3,3,2,1,2,4,0,0,0,1,0.7998853604457795
1229,40,0,travel_rarely,research & development,8,2,life sciences,2,female,3,2,manufacturing director,1,married,6516,2,yes,16,3,2,1,18,3,3,1,0,0,0,4,0,1,0,1,0.9002331616885678
1230,24,0,travel_rarely,research & development,29,1,medical,2,male,3,1,laboratory technician,1,divorced,3907,1,no,13,3,2,3,6,2,4,6,2,1,2,2,0,0,1,0,0.8238459554318776
1232,35,0,travel_rarely,research & development,27,4,life sciences,4,male,3,2,manufacturing director,3,married,6883,2,no,16,3,2,1,17,3,3,7,7,0,7,4,0,0,0,0,0.9991834525963011
1233,30,0,travel_rarely,research & development,16,1,life sciences,2,male,3,1,research scientist,4,married,2862,1,no,12,3,2,1,10,2,2,10,0,0,8,2,0,0,0,0,0.9772343755439743
1236,36,1,travel_rarely,sales,13,5,marketing,2,male,2,2,sales executive,1,divorced,6134,5,yes,13,3,2,3,16,3,3,2,2,2,2,4,0,0,0,1,0.531944922093731
1237,32,1,travel_rarely,sales,1,2,life sciences,1,male,1,2,sales executive,2,single,6735,6,no,15,3,2,0,10,2,3,0,0,0,0,4,0,1,0,1,0.015472465635207218
1238,23,0,travel_rarely,research & development,4,1,medical,3,female,3,1,laboratory technician,2,single,3295,1,no,13,3,3,0,3,3,1,3,2,1,2,2,0,0,1,1,0.47822680919634536
1239,31,0,travel_frequently,research & development,24,1,technical degree,4,female,3,2,manufacturing director,4,single,5238,2,no,20,4,4,0,9,3,2,5,4,1,4,3,0,0,0,2,0.9963983417921354
1240,39,0,non-travel,research & development,1,3,life sciences,4,male,3,2,laboratory technician,4,married,6472,1,yes,15,3,4,1,9,2,3,9,8,5,8,4,0,0,1,2,0.9972437469192809
1241,32,0,travel_rarely,sales,19,3,life sciences,4,male,1,3,sales executive,3,married,9610,3,no,13,3,3,1,10,2,1,4,3,0,2,4,0,0,0,0,0.5880883773625897
1242,40,0,travel_rarely,sales,7,4,medical,2,male,3,5,manager,2,single,19833,1,no,14,3,2,0,21,3,2,21,8,12,8,5,0,0,0,1,0.5871433243681946
1244,30,0,travel_frequently,research & development,2,4,technical degree,4,female,2,1,research scientist,1,single,4968,0,no,16,3,4,0,10,2,3,9,7,0,7,3,0,0,0,2,0.9130704269203335
1245,24,0,travel_frequently,human resources,10,3,medical,1,male,3,1,human resources,4,married,2145,0,no,14,3,4,1,3,2,3,2,2,2,1,1,0,0,0,1,0.7768985868733128
1246,30,1,travel_frequently,human resources,8,3,human resources,3,female,2,1,human resources,4,divorced,2180,6,no,11,3,3,1,6,0,2,4,2,1,2,1,0,0,0,1,0.32163928863301455
1247,31,0,travel_rarely,sales,5,3,technical degree,1,male,3,2,sales executive,3,married,8346,1,no,19,3,3,1,6,3,3,5,2,0,2,4,0,0,0,0,0.9023112306279049
1248,27,0,travel_rarely,research & development,8,3,medical,3,female,3,1,research scientist,4,single,3445,1,no,11,3,3,0,6,5,2,6,2,1,4,2,0,0,0,1,0.983769335746017
1249,29,1,travel_rarely,sales,9,3,marketing,2,female,1,1,sales representative,2,single,2760,1,no,13,3,3,0,2,3,3,2,2,2,2,2,0,0,1,1,0.1333779709326843
1250,29,0,travel_frequently,research & development,1,3,life sciences,4,male,4,2,healthcare representative,3,single,6294,8,yes,12,3,4,0,10,5,4,3,2,0,2,4,0,0,0,3,0.942817957811842
1251,30,0,travel_rarely,sales,15,2,marketing,3,male,2,3,sales executive,1,divorced,7140,2,no,11,3,1,1,12,2,3,7,7,1,7,4,0,0,0,0,0.8058150917981309
1252,34,0,travel_rarely,research & development,2,4,medical,4,male,4,1,research scientist,4,married,2932,0,yes,14,3,1,3,6,3,3,5,0,1,2,2,0,0,0,1,0.9974601987028685
1253,33,0,non-travel,sales,2,3,marketing,4,female,3,2,sales executive,2,single,5147,8,no,15,3,4,0,13,2,2,11,7,1,7,3,0,0,0,2,0.9108914397289515
1255,33,1,travel_rarely,sales,16,3,life sciences,1,female,3,3,sales executive,1,single,8564,2,yes,20,4,3,0,11,2,2,0,0,0,0,4,0,1,0,2,0.06593176076789846
1256,38,0,travel_frequently,research & development,2,2,medical,3,female,2,1,laboratory technician,2,married,2468,4,no,14,3,2,1,9,4,2,6,1,0,5,1,0,0,1,1,0.8044748894108713
1257,31,1,travel_rarely,sales,16,4,marketing,1,male,3,3,sales executive,3,married,8161,2,no,13,3,1,3,10,2,3,1,0,0,0,4,0,1,0,0,0.8820124389017406
1258,29,0,travel_rarely,research & development,4,3,technical degree,4,female,2,1,research scientist,1,divorced,2109,1,no,13,3,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0.7591172993634862
1259,30,0,travel_rarely,research & development,16,3,life sciences,3,male,4,2,healthcare representative,3,married,5294,3,no,16,3,3,1,10,3,3,7,0,1,7,3,0,0,0,0,0.9970637192143309
1260,32,0,non-travel,research & development,5,4,technical degree,2,male,3,1,research scientist,2,single,2718,2,no,14,3,2,0,12,3,3,7,7,0,7,2,0,0,0,2,0.9558020934343738
1261,38,0,travel_rarely,research & development,18,3,medical,2,male,1,2,healthcare representative,4,married,5811,3,yes,16,3,3,1,15,2,3,1,0,1,0,4,0,1,0,1,0.7667281717734689
1265,33,0,non-travel,research & development,4,3,technical degree,4,male,3,2,research scientist,2,divorced,3055,5,no,15,3,4,2,11,2,2,9,8,1,7,2,0,0,0,1,0.999176796726284
1266,41,0,travel_rarely,research & development,9,4,life sciences,3,male,3,1,laboratory technician,1,divorced,2289,1,no,20,4,2,2,5,2,3,5,3,0,4,1,0,0,1,0,0.9827353177720526
1267,34,0,non-travel,sales,10,3,life sciences,4,male,3,2,sales executive,3,divorced,4001,1,yes,14,3,3,1,15,3,3,15,14,0,7,2,0,0,0,2,0.9890503911769863
1270,34,0,travel_rarely,sales,3,2,life sciences,4,female,1,2,sales executive,4,single,6029,5,no,12,3,1,0,6,3,3,2,2,2,2,4,0,0,0,1,0.4145570028126851
1271,21,1,travel_rarely,sales,7,1,marketing,2,male,3,1,sales representative,2,single,2679,1,no,13,3,2,0,1,3,3,1,0,1,0,1,1,1,1,1,0.041578291552130435
1272,38,0,travel_rarely,research & development,6,2,other,4,female,2,1,laboratory technician,3,married,3702,1,no,11,3,2,1,5,3,3,5,4,0,4,2,0,0,1,0,0.9842237464631524
1273,22,1,travel_rarely,research & development,8,1,medical,3,female,3,1,laboratory technician,1,married,2398,1,yes,17,3,3,0,1,6,3,1,0,0,0,1,1,1,1,1,0.10617152233257693
